,식당명,대표메뉴,주소
1548,우성갈비,양념돼지갈비,서울특별시 중구 약수동 372-36
1549,원조족발순대국,순댓국,서울특별시 동작구 사당동 1033-23
1550,홀짝집,돼지구이,서울특별시 송파구 백제고분로7길 42-10
1551,만진당,만 즉석 떡볶이,서울특별시 마포구 서교동 404-22
1552,감초식당,돼지불갈비,서울특별시 동대문구 제기동 892-12
1553,더함한우골 (舊 더함 깍둑등심),소고기,서울특별시 영등포구 양산로19길 7
1554,송스키친,"해물치즈떡볶이, 수제돈가스",서울특별시 종로구 신영동 168-3
1555,육미당당,돼지고기,서울특별시 강남구 선릉로86길 17
1556,다이닝펍윤익,"스테이크, 파스타",서울특별시 송파구 송파대로30길 41-31
1557,외래향,외래향 탕수육,서울특별시 관악구 봉천동 874-6
1558,본죽&비빔밥 Cafe,"비빔밥, 죽",서울특별시 서대문구 연세로 20
1559,돈가스대왕전,대왕돈까스,서울특별시 서대문구 대현동 90-67
1560,곤드레쌈밥,곤드레쌈밥정식,서울특별시 용산구 보광동 280-1
1561,두끼,떡볶이,서울특별시 양천구 목동동로 293
1562,봉주르 하와이,러버즈 콤보,서울특별시 마포구 서교동 395-112
1563,홍미당,빵,서울특별시 강남구 선릉로 157길 14-7
1564,붐바타 석촌점,"피자,치킨",서울특별시 송파구 백제고분로 354
1565,미우야善,일식,서울특별시 서초구 서래로 5
1566,숙달돼지 (사당점),돼지고기,서울특별시 서초구 방배천로4안길 20
1567,맛이차이나,안심탕수육,서울특별시 마포구 상수동 317-2
1568,플라잉볼,양식,서울특별시 성동구 왕십리로 136
1569,강남곱,곱창,서울특별시 강남구 역삼로3길 12
1570,청기와,참치회,서울특별시 강남구 언주로148길 14 청호불교문화원
1571,찰스H,"bar, 칵테일, 샴페인",서울특별시 종로구 당주동29 포시즌스호텔 지하1층
1572,거북이슈퍼,"가맥, 맥주, 쥐포",서울특별시 종로구 익선동 166-79
1573,고요남,"갈비, 물회, 한우물회",서울특별시 강남구 논현동 166
1574,와일드마카오,"갈비, 해물, 짜장",서울특별시 광진구 화양동 23-5
1575,마시찜,"갈비찜, 소갈비찜, 매운갈비찜",서울특별시 종로구 동숭동 1-11
1576,찌개,감자찌개,서울특별시 송파구 잠실본동 192-6
1577,서부감자국,"감자탕, 볶음밥, 감자국",서울특별시 은평구 녹번동 181
1578,고기꾼김춘배,"고기집, 삼겹살, 오겹살",서울특별시 마포구 서교동 369-44 3층
1579,나고집,"고깃집, 소고기, 치즈",서울특별시 강남구 논현동62-19
1580,날라리고로케,"고로케, 수제고로케, 치즈",서울특별시 종로구 누상동55-3
1581,쑥이네곱창,곱창,서울특별시 송파구 방이동 204-6
1582,단호박국수,"국수, 단호박, 멸치국수",서울특별시 종로구 필운동106
1583,송림식당,"기사식당, 돼지불백, 선지국",서울특별시 광진구 자양3동227-136
1584,요나요나,"꼬치, 일본, 맥주",서울특별시 마포구 연남동504-32
1585,오동도 산아나고 숯불구이,"꼼장어, 숯불구이, 아나고",서울특별시 서초구 방배동866-10
1586,하단,"냉칼국수, 메밀, 만두국",서울특별시 성북구 성북동 184-40
1587,태백국물닭갈비,"닭갈비, 물닭갈비, 닭",서울특별시 마포구 망원동 418-1 1층
1588,정우네 신숯불닭갈비,"닭갈비, 숯불닭갈비, 닭",서울특별시 마포구 도화동 38-3
1589,갈로할로,"닭꼬치, 길거리음식, 치즈",서울특별시 용산구 이태원2동 599 1층
1590,도넛가이즈,"도넛, 디저트, 미국식",서울특별시 마포구 서교동 340-6
1591,1920 경양식,"돈까스, 레스토랑, 함박스테이크",서울특별시 종로구 익선동 166-71
1592,마피아디저트,"디저트, 밀푀유, 카페",서울특별시 용산구 이태원동 451-7
1593,통인스윗,"디저트, 에그타르트, 타르트",서울특별시 종로구 통인동73
1594,쥬시,"디저트, 쥬스",서울특별시 용산구 이태원동 340-2
1595,메종 엠오,"디저트, 카페",서울특별시 서초구 방배동 876-41
1596,저스트디저트,"디저트, 카페, 아이스크림",서울특별시 서대문구 대현동 90-7
1597,릴리코이,"디저트, 카페, 자몽",서울특별시 용산구 이태원동 656
1598,마얘,"디저트, 카페, 프랑스",서울특별시 용산구 이태원동 211-19
1599,에르모사,"디저트, 컵케이크, 마카롱",서울특별시 마포구 동교동 147-312층
1600,더 델리카테슨,"디저트, 쿠키, 컵케이크",서울특별시 서초구 반포동 19-3
1601,뚝떡,"떡볶이, 분식, 국물떡볶이",서울특별시 성동구 성수동1가 668-41
1602,냠냠1968,"떡볶이, 분식, 김밥",서울특별시 서대문구 연희동 129-3
1603,두끼,"떡볶이, 즉석떡볶이, 뷔페",서울특별시 성북구 안암동5가 104-34 2층
1604,노리랩,"떡볶이, 카페, 모찌",서울특별시 용산구 이태원2동 397-2
1605,슈퍼집,"떡볶이, 튀김, 마늘떡볶이",서울특별시 강남구 논현동 246-1
1606,한성문고,"라멘, 라면",서울특별시 강남구 삼성동 159-8
1607,이치라쿠,"라멘, 이자카야, 돈코츠라멘",서울특별시 강남구 신사동 510-3
1608,라면점빵,"라면, 참치, 치즈",서울특별시 종로구 필운동 202
1609,디브릿지,"라운지바, 칵테일, 샴페인",서울특별시 강남구 청담동 89-6 4층
1610,바이킹스워프,"랍스타, 뷔페",서울특별시 송파구 신천동 29 제2롯데월드 쇼핑몰 1층
1611,마누테라스,"레스토랑, 디저트, 가리비",서울특별시 강남구 청담동 90-20 4층
1612,아르모니움,"레스토랑, 디저트, 와인",서울특별시 용산구 한남동 657-37
1613,넘버포,"레스토랑, 디저트, 파스타",서울특별시 마포구 동교동152-15
1614,후거벤,"레스토랑, 문어, 샐러드",서울특별시 마포구 서교동 367-2 1층
1615,치즈어랏,"레스토랑, 치즈, 라클렛",서울특별시 용산구 이태원동 225-67
1616,라뮤즈 드 연희,"레스토랑, 파스타, 브런치",서울특별시 서대문구 연희동 189-6
1617,미 피아체,"레스토랑, 파스타, 이탈리안레스토랑",서울특별시 강남구 청담동 97-22
1618,오레노,"레스토랑, 푸아그라, 랍스터",서울특별시 용산구 이태원동 112-2
1619,하베스트 남산,"레스토랑, 피자, 풍기피자",서울특별시 용산구 이태원동 258-202
1620,술화덕빵,막걸리,서울특별시 종로구 누하동 219-3
1621,안씨막걸리,"막걸리, 술집, 전통주",서울특별시 용산구 이태원동 257-4
1622,남경막국수,"막국수, 물막국수, 비빔막국수",서울특별시 송파구 잠실동 207-13
1623,빠오즈푸,"만두, 중국만두, 중국식만두",서울특별시 광진구 군자동 361-32
1624,샤오롱티,"만두, 중국식만두, 군만두",서울특별시 종로구 누하동 1-25
1625,퍼스널 다이닝,맞춤음식,서울특별시 강남구 신사동 657-5
1626,볼리포인트,"맥주, 치즈, 버터갈릭",서울특별시 용산구 한남동 684-65
1627,민물장어연구소,"민물장어, 장어, 장어구이",서울특별시 성동구 상왕십리동 12-37 텐즈힐몰 1층 132호
1628,TMI,"버거, 수제버거, 버섯",서울특별시 용산구 이태원동 34-38
1629,하즈벤,"벤또, 사시미, 도시락",서울특별시 용산구 한남동 657-96
1630,916솜씨,"볶음밥, 카페, 파스타",서울특별시 성동구 옥수동 428-10
1631,꾸러기분식,분식,서울특별시 강동구 천호동 24-2
1632,더머거 (the Muger),"뷔페, 브런치뷔페, 브런치",서울특별시 성동구 성수동2가 317-5
1633,보버라운지,"브런치, 디저트, 마카롱",서울특별시 중구 회현동2가 88-1 스테이트타워 1층
1634,세컨드키친,"브런치, 레스토랑, 파스타",서울특별시 용산구 한남동 263-2
1635,더블루버드,"브런치, 카페",서울특별시 동대문구 회기동 346-16
1636,리차드 카피캣,"브런치, 칵테일, 라운지바",서울특별시 용산구 한남동 736-9 4층
1637,밀크,"빵집, 식빵, 치즈",서울특별시 종로구 팔판동 16-2
1638,크럼앤크러스트,"빵집, 치아바타",서울특별시 강남구 삼성동103-22
1639,삼거리푸줏간,"삼겹살, 고기집, 목살",서울특별시 마포구 서교동 361-10
1640,존쿡 델리미트,"샌드위치, 학센, 소시지",서울특별시 강남구 신사동 574-4 1층
1641,미켈러바,"수제맥주, bar, 맥주",서울특별시 강남구 신사동 544-22
1642,쓰리매너티,"수제맥주, 맥주, 하몽",서울특별시 강남구 신사동 627-20
1643,오케이버거,수제버거,서울특별시 영등포구 여의도동 23-8
1644,더백푸드트럭,"수제버거, 파니니, 쿠바노",서울특별시 용산구 후암동 406-57 1층
1645,더수파,"수제비, 파스타, 함박스테이크",서울특별시 강남구 역삼동 813-10 운현빌딩 1층
1646,전통아바이순대,"순대, 아바이순대, 순대국",서울특별시 중구 산림동 84-1
1647,박서방 순대국밥,"순대국밥, 순대",서울특별시 강남구 삼성1동 156-5
1648,하이파이브 교자,"술집, 교자, 맥주",서울특별시 용산구 이태원동 303-20 1층
1649,라함키친,"술집, 라면, 치킨",서울특별시 마포구 서교동 396-27
1650,연남마피아,"술집, 맥주, 어묵",서울특별시 마포구 동교동 148-2
1651,노는좀비,"술집, 소주, 샐러드",서울특별시 마포구 서교동 407-3
1652,연남부르스,"술집, 와인, 샐러드",서울특별시 마포구 동교동 150-6
1653,스시만,"스시, 일본, 고등어",서울특별시 서초구 방배동 1-3 폴라리스빌딩 1층
1654,로드스테이크,"스테이크, 길거리음식, 맥주",서울특별시 용산구 이태원동 673
1655,풀그라운드,"스테이크, 돈까스, 치킨스테이크",서울특별시 마포구 동교동 201-8
1656,울프강 스테이크하우스,"스테이크, 샐러드, 와인",서울특별시 강남구 청담동 89-6 영인빌딩
1657,3239 롯지,스테이크,서울특별시 용산구 이태원동 44-31
1658,굼스테이크,"스테이크, 파스타, 살치살",서울특별시 마포구 상수동 313-2 2층
1659,파스치노팬스테이크,"스테이크, 파스타, 팬스테이크",서울특별시 마포구 서교동 358-8
1660,밋볼리즘,"스파게티, 미트볼, 맥주",서울특별시 용산구 이태원2동 225-143
1661,고미스,스페인요리,서울특별시 종로구 체부동 91-4
1662,미분당,"쌀국수, 베트남쌀국수, 양지쌀국수",서울특별시 서대문구 창천동 72-23
1663,블랙페퍼574,"쌀국수, 싱가폴, 칠리크랩",서울특별시 강남구 신사동 574-7
1664,키스 더 티라미수,"아이스크림, 티라미수, 티라미수아이스크림",서울특별시 마포구 서교동 366-12
1665,램브라튼,"양고기, 양갈비, 샐러드",서울특별시 강남구 신사동 524-28
1666,램랜드,"양고기전문, 양고기, 양갈비",서울특별시 마포구 용강동 114-24
1667,서대문양꼬치,"양꼬치, 꿔바로우, 양고기",서울특별시 마포구 연남동 258-12층
1668,메종드연어,연어요리,서울특별시 서초구 서초동 1308-4
1669,쌜모네키친,"연어전문, 연어요리, 연어",서울특별시 송파구 문정동 150-32
1670,호노야,오꼬노미야끼,서울특별시 마포구 상수동 90-6
1671,호루몬,"오마카세, 일본, 천엽",서울특별시 강남구 청담동 53-6
1672,911온반,"온반, 제육볶음, 된장찌개",서울특별시 성북구 안암동5가 104-153 지하1층
1673,화규,"와규, 토시살, 소고기",서울특별시 마포구 서교동 396-24
1674,라세비야,"와인바, 와인, 마카롱",서울특별시 서초구 서초동 1308-4
1675,림벅와플,"와플, 카페, 수제와플",서울특별시 종로구 누하동 77-13
1676,라우라우,"월남쌈, 쌀국수, 훈제",서울특별시 서초구 서초4동 1685-3
1677,육회한연어,"육회, 랍스타, 연어",서울특별시 종로구 낙원동 121-1
1678,로바다야 카덴,"이자카야, 구이, 우동","서울특별시 서대문구 연희동 81-1 거화빌딩 1,2층"
1679,모로미 청담동점,"이자카야, 사시미, 사케",서울특별시 강남구 청담동 118-1 2층
1680,쿠치나후,이탈리안,서울특별시 영등포구 여의도동 1
1681,토끼정,"일본가정식, 숯불구이, 크림카레우동",서울특별시 강남구 역삼동 812-5
1682,만푸쿠,"일본가정식, 연어, 연어덮밥",서울특별시 송파구 송파동 52-1
1683,스즈란테이,"일본가정식, 일본, 도시락",서울특별시 용산구 이촌동 301-151 로얄상가C동 지하1층
1684,라멘베라보,일본라면,서울특별시 마포구 망원동 385-39
1685,코고,"일식, 찜요리, 사시미",서울특별시 중구 을지로2가 199-41 황해빌딩 2층
1686,왕자장어,"장어, 붕장어, 아나고구이",서울특별시 강남구 신사동 646-16
1687,뜨르들로,"전통빵, 카페, 체코",서울특별시 서대문구 대현동 104-36
1688,뉴욕즉석떡볶이,"즉석떡볶이, 떡볶이, 라면",서울특별시 강남구 신사동 551
1689,분 (BOON),"즉석떡볶이, 떡볶이, 분식",서울특별시 용산구 한남동 739-18
1690,만만디,"짬뽕, 돈까스, 찹쌀탕수육",서울특별시 마포구 서교동 366-24 2층
1691,초류향,"짬뽕, 중국집",서울특별시 중구 다동 164-2
1692,광모네쭈꾸미,쭈꾸미,서울특별시 강동구 성내동 245-32
1693,참사랑해,"참치, 참치회, 갈비",서울특별시 서대문구 연희동 193-2
1694,철판구이300도씨,"철판구이, 고기집, 삼겹살",서울특별시 송파구 잠실본동 189-4
1695,트램타고,"철판요리, 스테이크, 데판야끼",서울특별시 강남구 삼성동 115-4
1696,메이드바이오즈,"치즈, 라클렛, 오징어",서울특별시 마포구 서교동 358-36
1697,치킨토일렛,"치킨집, 치킨, 맥주",서울특별시 동대문구 휘경동 192-5
1698,우나스 (Unas),"카페, 디저트",서울특별시 강남구 논현동 92 2층
1699,오그랑베르,"카페, 디저트, 타르트",서울특별시 종로구 체부동 19
1700,카페 ASL,"카페, 디저트카페, 케이크",서울특별시 강남구 신사동 518-15
1701,에프터스,"카페, 랍스타, 자몽주스",서울특별시 용산구 이태원동 57-11 1층
1702,그데이,"카페, 브런치",서울특별시 용산구 이태원동 564 1층
1703,제르보,카페,서울특별시 송파구 신천동 29 에비뉴엘 2층
1704,엠꼼마카롱,"카페, 커피, 마카롱",서울특별시 강남구 도곡동 453
1705,아이엠 베이글,"카페, 커피, 베이글",서울특별시 종로구 누상동 17
1706,카페부부,"카페, 커피",서울특별시 마포구 망원동 376-15
1707,화이트시크릿,"카페, 커피, 이색카페",서울특별시 강남구 신사동 663-1
1708,사이좋은카페,"카페, 크림생맥주",서울특별시 종로구 누상동 53-1
1709,르쁘띠베르,"카페, 홍차, 애프터눈티",서울특별시 강남구 신사동 643-28
1710,앨리스바,"칵테일, bar, 스페인",서울특별시 강남구 청담동 84-20 지하1층
1711,루팡,"칵테일, bar, 싱글몰트",서울특별시 강남구 청담동 84-18
1712,비어앤볼,"칵테일, 펍, 맥주",서울특별시 서초구 서초동 1308-26
1713,체부동잔치집,"칼국수, 들깨칼국수, 잔치국수",서울특별시 종로구 체부동 190
1714,수정분식,칼국수,서울특별시 종로구 예지동 6-1(광장시장동부A20호)
1715,어메이징타이,"타이, 태국음식",서울특별시 용산구 한남동 683-134 3층
1716,탄탄면공방,탄탄면,서울특별시 서초구 잠원동 38-11
1717,토스트프랑세,"토스트, 카페, 프렌치토스트",서울특별시 용산구 용산동2가 27-3
1718,도시락파스타,"파스타, 도시락, 까르보나라",서울특별시 종로구 계동 8-2
1719,돈파스 팔레,"파스타, 돈까스, 샐러드",서울특별시 관악구 봉천동 1628-18
1720,트라토리아모로,"파스타, 레스토랑, 이탈리안레스토랑",서울특별시 강남구 삼성동 115-17
1721,갈리나데이지,"파스타, 레스토랑, 이탈리안레스토랑",서울특별시 종로구 통인동 118-15
1722,하이드아웃서울,"파스타, 맥주, 치킨",서울특별시 용산구 이태원동 261-9 2층
1723,소년상회,"파스타, 소주, 버니니",서울특별시 광진구 자양3동 783-1
1724,마녀주방,"파스타, 스테이크, 칵테일",서울특별시 강남구 역삼1동 818-14 크리스탈빌딩 지하1층
1725,더고져스 키친,"파스타, 펍, 피자",서울특별시 강남구 신사동 545-1 4층
1726,블루55,"펍, 맥주, 치킨",서울특별시 용산구 이태원동 180-16
1727,티그레 세비체리아,페루음식,서울특별시 용산구 한남동 657-77
1728,봉피양 본점,"평양냉면, 냉면, 돼지갈비",서울특별시 송파구 방이동 205-8
1729,야마뜨,"프랑스, 디저트, 크레페",서울특별시 마포구 서교동 400-16
1730,꾸띠자르당 (cote jardin),"프랑스, 레스토랑",서울특별시 용산구 이태원동 131-23
1731,드모아젤,"프랑스, 빵집, 카페",서울특별시 용산구 이태원동 451-1
1732,르꼬숑,"프랑스가정식, 레스토랑, 샐러드",서울특별시 종로구 삼청동 11-5
1733,르셰프 블루,"프렌치, 레스토랑",서울특별시 서초구 방배동 837-10
1734,슈에뜨,프렌치,서울특별시 종로구 옥인동 157-3
1735,꼼모아,"프렌치, 와인, 수플레",서울특별시 용산구 용산동2가 26-10
1736,르쁘엥,"프렌치, 한우, 와인",서울특별시 서초구 반포동 107-80
1737,얼랑,"한식, 비빔밥, 모던한식",서울특별시 마포구 서교동 330-55
1738,오늘잡은 안동갈비,"한우, 갈비, 소고기",서울특별시 강남구 신사동 553-10
1739,고기고,"한우, 등심, 소고기",서울특별시 강남구 신사동 630-30
1740,한육감 디타워점,"한우, 등심, 소고기",서울특별시 종로구 청진동 249D-Tower 5층
1741,식후경,"한정식, 밥집, 한식",서울특별시 마포구 동교동 197-42 WAWA109사옥
1742,뜨겁개핫도그,"핫도그, 감자튀김, 치즈",서울특별시 강남구 신사동 555
1743,솔빈덕,핫도그,서울특별시 강남구 신사동 657-32
1744,핫도그 온어스틱,"핫도그, 치즈, 레몬에이드",서울특별시 용산구 이태원동 118-71
1745,바랗,"해산물, 생선구이, 샐러드",서울특별시 강남구 신사동 630-23
1746,목동해물,해산물,서울특별시 양천구 목동 406-75
1747,키친485,"화덕피자, 파스타, 피자",서울특별시 마포구 서교동 399-24
1748,보물섬,"횟집, 해산물, 고등어회",서울특별시 강남구 논현동 181-5
1749,하이디라오,"훠궈, 샤브샤브, 중국식샤브샤브",서울특별시 중구 명동1가 59-5
1750,손여사,비빔밥,서울특별시 강서구 염창동 240-21 
1751,금화로숯불고기,양념불고기,서울특별시 마포구 동교동 158-10
1752,꽃중년푸줏간,한우한판,서울특별시 성북구 정릉동 966-193
1753,문어정,해천탕,서울특별시 은평구 녹번동 183-2
1754,아라,물회,서울특별시 강서구 내발산동 670-51
1755,삼환소한마리,소고기 무한리필,서울특별시 강남구 삼성동 107-12
1756,불고기아리랑,버섯 불고기,서울특별시 용산구 용문동 28-25
1757,신선대게,대게,서울특별시 송파구 방이동 43-7
1758,마루심,장어 ,서울특별시 서초구 반포동 54-10
1759,우장군,묵은지 곱창,서울특별시 강서구 화곡동 929-4
1760,계수나무향한식뷔페,닭볶음탕 무한리필,서울특별시 양천구 목3동 610-20 
1761,맛있는족발보쌈,족발보쌈치킨막국수 무한리필,서울특별시 구로구 오류동 6-156
1762,우제홍참치,참치 한마리,서울특별시 강남구 논현동 164-16
1763,트램타고,스테이크,서울특별시 강남구 삼성동 115-4
1764,복돈이 생고기,삼겹살,서울특별시 관악구 남현동 1061-12
1765,장군찜닭,크림찜닭,서울특별시 서대문구 창천동 52-150 
1766,석림정육식당,3000원 우거지국밥,서울특별시 송파구 잠실동 186-11
1767,새마을,소닭개장,서울특별시 마포구 망원동 376-6
1768,랍스랍스,바닷가재 조개찜,서울특별시 강남구 대치동 900-24
1769,고릴라,국물 스테이크,서울특별시 마포구 서교동 396-3
1770,포족,족발 월남쌈,서울특별시 영등포구 여의도동 44-1
1771,진미기사님식당,코다리찜,서울특별시 강북구 수유동 273-77
1772,구뜰집,연탄파불고기,서울특별시 서초구 방배동 863-3
1773,퀸즈가든,무한 삼겹살 월남쌈,서울특별시 서초구 서초동 1330-20 
1774,떴다삼계탕,무한리필 삼계탕,서울특별시 종로구 창신동 581-30
1775,마녀커리크림치킨,카레크림치킨,서울특별시 마포구 서교동 337-15
1776,수정불막창,막창,서울특별시 은평구 갈현동 455-3
1777,대게나라,대게찜,서울특별시 강남구 논현동 261
1778,진주집,꼬리곰탕,서울특별시 중구 남창동 34-13
1779,돈파스팔레,돈가스파스타,서울특별시 관악구 봉천동 1628-18 
1780,크레아,프렌치,서울특별시 강남구 언주로 164길 24
1781,에스테번,아메리칸 레스토랑,서울특별시 강남구 도산대로 45길 16-11 
1782,우오,스시,서울특별시 강남구 도산대로 45길 18-10 
1783,마이쏭,브런치 #미국가정식,서울특별시 강남구 도산대로 45길 16-4
1784,비스트로 뚝떡,분식,서울특별시 성동구 성수동1가 668-41
1785,대가집,감자탕,서울특별시 성북구 정릉로21길 71 1층
1786,먹거리곱창,"곱창, 막창",서울특별시 성북구 정릉로21길 71 1층
1787,보난자 베이커리,베이커리,서울특별시 성동구 성수동1가 668-31
1788,체부동 잔치집,국수,서울특별시 종로구 자하문로1길 16
1789,김판조닭강정,닭강정,서울특별시 송파구 석촌호수로12길 21
1790,교토마블,데니쉬 식빵,서울특별시 용산구 서빙고로 69 
1791,미스터홈즈,도넛,서울특별시 강남구 신사동 524-16 
1792,모모야,돈가스,서울특별시 용산구 이촌로 248 
1793,서울특별시 ,돼지갈비,서울특별시 성동구 성수동1가 668-21 
1794,망원동 돼지국밥,돼지국밥,서울특별시 마포구 동교로9길 71 
1795,수퍼판,가정식 전문점,서울특별시 용산구 이촌로64길 61
1796,이꼬이,이자카야,서울특별시 용산구 이촌로77길 19
1797,브레드05,베이커리,서울특별시 용산구 이촌로 64길 61 
1798,부티커리 미엘르,디저트,서울특별시 서초구 동광로 93
1799,백곰막걸리&양조장,막걸리,서울특별시 강남구 압구정로48길 39
1800,은마왕만두,만두,서울특별시 강남구 삼성로 212
1801,파오파오,만두,서울특별시 송파구 석촌호수로12길 22
1802,전대감댁,막걸리,서울특별시 종로구 자하문로1길24-1
1803,키친로딩,멕시칸,서울특별시 성동구 성수동1가 668-25 
1804,목포낙지,민어,서울특별시 마포구 삼개로 7-2
1805,3대 서가밀면,밀면,서울특별시 영등포구 양평로 59
1806,모힝,퓨전 이탈리안,서울특별시 관악구 남부순환로226길 36
1807,효자바베,바비큐,서울특별시 종로구 자하문로1길 42
1808,반미 리,반미 ,서울특별시 용산구 신흥로 54
1809,수다메리까,남미음식,서울특별시 관악구 관악로14길 22
1810,주옥,한식 비스트로,서울특별시 강남구 선릉로 148길 52-7
1811,DOSA 바이 백승욱,모던 한식,서울특별시 강남구 도산대로 67길 7
1812,다담,한식,서울특별시 강남구 도산대로 445 
1813,합,떡,서울특별시 강남구 도산대로 61길 10
1814,식빵학개론,베이커리,서울특별시 서초구 동광로 75
1815,토리베이커리,베이커리,서울특별시 종로구 옥인길 30-3
1816,제로컴플렉스,모던 선술집,서울특별시 서초구 동광로 113 2층
1817,스시만,스시,서울특별시 서초구 동광로27길 3
1818,더 그린테이블,프렌치,서울특별시 서초구 동광로 91
1819,바켄,베이커리,서울특별시 강남구 신사동 528-3
1820,튀김아저씨,분식,서울특별시 강남구 삼성로 212
1821,칼라분식,분식,서울특별시 송파구 석촌호수로12길 3
1822,스윗밸런스,샐러드,서울특별시 관악구 봉천동 1620-27
1823,기차순대국,순대국,서울특별시 성북구 보국문로11길 18-6
1824,낙원떡집,떡,서울특별시 강남구 삼성로 212
1825,꼼모아,프렌치,서울특별시 용산구 신흥로 56
1826,보라초,스페인요리,서울특별시 마포구 망원동 414-56
1827,필리스,펍,서울특별시 용산구 신흥로 31-1
1828,카사블랑카,샌드위치,서울특별시 용산구 신흥로 33
1829,해크니,카페,서울특별시 용산구 신흥로 34
1830,바라짜노,와인바,서울특별시 강남구 청담동 88-29
1831,딥블루레이크,카페,서울특별시 마포구 포은로 6길 11
1832,18번완당명가,완당,서울특별시 종로구 대학로8가길 48 
1833,친친원테이블,이탈리안,서울특별시 종로구 옥인3길 16
1834,라멘남,일본라면,서울특별시 관악구 관악로14길 101
1835,라멘베라보,일본라면,서울특별시 마포구 망원동 385-39
1836,미타,일본우동,서울특별시 송파구 삼전로10길 7
1837,공씨네족발보쌈,족발,서울특별시 송파구 석촌호수로12길 17
1838,전라도죽집,죽,서울특별시 강남구 삼성로 212
1839,더 라운드,중식,서울특별시 강남구 선릉로 148길 37
1840,진진가연,짬뽕,서울특별시 마포구 월드컵북로1길 62
1841,철판남 by 대한의 건아들,철판구이,서울특별시 종로구 자하문로1길 53
1842,남경막국수,막국수,서울특별시 송파구 백제고분로7길 52-29
1843,커피한약방,카페,서울특별시 중구 을지로2가 101-34
1844,호텔수선화,카페,서울특별시 중구 을지로3가 302-18
1845,라미띠에,프렌치,서울특별시 강남구 언주로 153길 7
1846,하카타셉템버,일식,서울특별시 강남구 압구정로 34길 24 
1847,삼원가든,한우구이,서울특별시 강남구 언주로 835 
1848,벙커 컴퍼니,카페,서울특별시 관악구 관악로12길 105
1849,두에꼬제,피자,서울특별시 용산구 한남동 72-1
1850,한남북엇국,북어국 #해산물,서울특별시 용산구 한남동 73-2
1851,마농트로포,디저트,서울특별시 용산구 한남동 32-22
1852,한남리커,술집,서울특별시 용산구 한남동 68-20 
1853,세컨드키친,브런치,서울특별시 용산구 한남동 263-2
1854,대루커피,카페,서울특별시 마포구 동교로 70
1855,남도분식,상추쌈,서울특별시 종로구 옥인길 33
1856,슬로카페 달팽이,카페,서울특별시 성북구 솔샘로 18길 84
1857,양가네손칼국수,칼국수,서울특별시 성북구 솔샘로6길 59
1858,슬로우 브레드 에버,베이커리,서울특별시 종로구 옥인길 8
1859,퀸즈파이,파이,서울특별시 강남구 삼성로 212
1860,콰이19,중식,서울특별시  강남구 신사동 524-1 
1861,성수 스타우트,펍,서울특별시 성동구 성수동1가 656-938 
1862,삐아프,초콜릿,서울특별시  강남구 신사동 523-31 
1863,미피아체,이탈리안,서울특별시 강남구 청담동 97-22 
1864,카페 74,브런치,서울특별시 강남구 청담동 83-20
1865,앨리스,바,서울특별시 강남구 청담동 84-20
1866,신도시,펍,서울특별시 중구 을지로 수표동 11-2
1867,더탭스,펍,서울특별시  마포구 망원동 338-39
1868,앙스모멍,프렌치,서울특별시 강남구 언주로 153길 12 
1869,옥인피자,피자,서울특별시 종로구 옥인길 26
1870,계단집,해산물,서울특별시 종로구 내자동 11-1
1871,중앙해장,해장국,서울특별시 강남구 영동대로86길 17 
1872,쿠마,회,서울특별시 영등포구 여의대방로69길 7
1873,세진식당,갑오징어숙회,서울특별시 중구 을지로15길 21 
1874,골목집,수육,서울특별시 종로구 당주동 168
1875,서경도락,불고기,서울특별시 마포구 삼개로 21
1876,퓨전선술집,숙성회,서울특별시 마포구 합정동 383-9
1877,꼬꼬댁,닭곰탕,서울특별시 서초구  마방로10길 18-5
1878,논현갈비,한우갈비,서울특별시 강남구 언주로113길 10
1879,김설문 일식,튀김,서울특별시 중구 북창동 104
1880,한상석 해물집,아귀찜,서울특별시 강남구 선릉로86길 44-5
1881,원조숯불닭불고기집,닭불고기,서울특별시 도봉구 마들로 735-8
1882,신부자식당,삼겹살,서울특별시 강남구 강남대로96길 5
1883,강산옥,콩국수,서울특별시 중구 주교동 56-3
1884,육통령,삼겹살,서울특별시 중구 명동8나길 37-2
1885,꽃이피움,카페,서울특별시 종로구 관훈동 151-8
1886,일오팔닭국수,닭국수,서울특별시 종로구 종로 214
1887,마루수산,횟집,서울특별시 중구 을지로 255
1888,진시미엔,중식,서울특별시 강남구 강남대로 520
1889,밀과 보리,보리밥,서울특별시 종로구 창덕궁1길 32
1890,한육감,한우구이,서울특별시 종로구 종로3길 17
1891,스시유,스시,서울특별시 강남구 영동대로 407
1892,산까치냉면,냉면,서울특별시 마포구 도화길 35
1893,어머니대성집,해장국,서울특별시 동대문구 용신동 754-9
1894,만정,불고기,서울특별시 종로구 삼청로 124-2
1895,삼삼구락부,김치찌개 #떡갈비,서울특별시 강서구 화곡로 58길 19-9
1896,유아더쉐프,춘빙,서울특별시 서초구 강남대로16길 29
1897,은성양곱창,양곱창,서울특별시 중구 명동8나길 37-2
1898,필동해물,횟집,서울특별시 중구 필동2가 97-1
1899,대장금,수육전골,서울특별시 강남구 삼성로 530
1900,동원집,감자탕,서울특별시 중구 입정동 272
1901,선일네닭한마리,닭개장,서울특별시 송파구 오금로46길 37
